MARQUE,TYPE_PRODUIT|MODELE|MPN|EAN|SKU|TITRE_FRANCAIS|TITRE_ANGLAIS|TITRE_ESPAGNOL|TITRE_ITALIEN|TITRE_ALLEMAND|PartnerID|DIMENSIONS|MATERIAU|COULEUR|IMAGE_1|IMAGE_2|IMAGE_3|IMAGE_4|VIDEO|PDF|DESCRIPTION_FR|DESCRIPTION_GB|DESCRIPTION_DE|DESCRIPTION_ES|DESCRIPTION_IT|COLLECTION|ANNEE_CREATION|DESIGNER|STYLE|MOTIF|PAYS|DATE_NOUVEAUTE|URL_PAGE_PRODUIT|PRIX|PRIX_PROMOTION|DATE_DEBUT_PROMOTION|DATE_FIN_PROMOTION|VENTES_PRIVEES|MARKETPLACE|STOCK|DELAI_AVANT_EXPEDITION|MODE_DE_LIVRAISON 1|MODE_DE_LIVRAISON 2|ZONES_DE_LIVRAISON|PRIX_DE_LIVRAISON MODE 1|PRIX_DE_LIVRAISON MODE 2|PRIX_DE_LIVRAISON MODE 3|PRIX_DEFAUT_MODE 1|PRIX_DEFAUT_MODE 2|PRIX_DEFAUT_MODE 3
|Chaise|Chaise||3663256282308||Chaise rétro élégante en velours et pieds en métal noir - Charlotte|||||5639_2806||||https://meublesmoss.com/5998-medium_default/chaise-retro-elegante-en-velours-et-pieds-en-metal-noir-charlotte.jpg|https://meublesmoss.com/6003-medium_default/chaise-retro-elegante-en-velours-et-pieds-en-metal-noir-charlotte.jpg|https://meublesmoss.com/14024-medium_default/chaise-retro-elegante-en-velours-et-pieds-en-metal-noir-charlotte.jpg||||Grâce à son haut dossier habillé de velours, la chaise rétro Charlotte vous accueillera confortablement pour partager vos repas. Son mince piètement en métal noir supporte son assise et son dossier généreusement rembourrés. Vous pourrez l'utiliser comme chaise de table dans votre salon salle à manger ou comme chaise cocooning dans votre chambre.||||||||||||https://jump.beezup.com/487~265431375~a7b101e673944c6eb45e2d42b10ae9d7|119.00||||||62|2|||Europe|10|||||
|Chaise|Chaise||3663256282353||Chaise design velours pieds noir - Louane|||||5640_2686||||https://meublesmoss.com/13687-medium_default/chaise-design-velours-pieds-noir-louane.jpg|https://meublesmoss.com/13688-medium_default/chaise-design-velours-pieds-noir-louane.jpg|||||Grâce à son haut dossier habillé d'un velours résistant, la chaise de salle a manger rétro Louane vous accueillera confortablement pour partager vos repas. Son piétement en métal noir apporte une bonne résistance et son dossier généreusement confortable est rembourré. Vous pourrez l'utiliser comme chaise de table dans votre salon salle à manger ou comme chaise cocooning dans votre chambre. Cette chaise se décline en plusieurs coloris et vous avez la possibilité de combiner les couleurs.||||||||||||https://jump.beezup.com/487~265431376~a7b101e673944c6eb45e2d42b10ae9d7|129.00||||||17|2|||Europe|10|||||
|Divan|Fauteuil & Canapé||3663256282216||Canapé modulable en velours - Bonin|||||5638||||https://meublesmoss.com/10193-medium_default/canape-modulable-en-velours-bonin.jpg|https://meublesmoss.com/5977-medium_default/canape-modulable-en-velours-bonin.jpg|https://meublesmoss.com/5979-medium_default/canape-modulable-en-velours-bonin.jpg|https://meublesmoss.com/5987-medium_default/canape-modulable-en-velours-bonin.jpg|||Équipez votre salon avec les modules du canapé velours Bonin. Composez avec plusieurs modules, ce canapé vous permettra profiter de vos moments détente en famille ou de vos amis pour des soirées plus festives.Vendu par module composé de deux dossiers et un coussin chacun.||||||||||||https://jump.beezup.com/487~265431377~a7b101e673944c6eb45e2d42b10ae9d7|679.00||||||31|2|||Europe|69|||||
|Divan|Fauteuil & Canapé||3663256282445||Canapé 2 places velours avec dossier modulable - Lenny|||||5642_1616||||https://meublesmoss.com/8649-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|https://meublesmoss.com/8650-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|https://meublesmoss.com/8651-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|https://meublesmoss.com/8652-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|||Disponible dans différents coloris, ce canapé 2 places tout confort s'adaptera à vos besoins. Avancez ou reculez les dossiers d'un simple geste et obtenez une assise conçue pour la détente, qui soutiendra vos jambes. Les dossiers sont dissociables. Sa ligne design avec un piétement métallique sobre sera facile à intégrer dans tous les styles de salon, contemporains comme plus classiques.||||||||||||https://jump.beezup.com/487~265431378~a7b101e673944c6eb45e2d42b10ae9d7|969.00|899.00|||||4|2|||Europe|100|||||
|Divan|Fauteuil & Canapé||3663256282391||Canapé 3 places velours avec dossiers modulable - Lenny|||||5641_1620||||https://meublesmoss.com/8603-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8608-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8604-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8605-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|||Disponible dans différents coloris, ce canapé 3 places tout confort s'adaptera à vos besoins. Avancez ou reculez les dossiers d'un simple geste et obtenez une assise conçue pour la détente, qui soutiendra vos jambes. Les dossiers sont dissociables. Sa ligne design avec un piétement métallique noir sobre sera facile à intégrer dans tous les styles de salon, contemporains comme plus classiques.||||||||||||https://jump.beezup.com/487~265431379~a7b101e673944c6eb45e2d42b10ae9d7|1129.00|799.00|||||7|2|||Europe|100|||||
|Chaise|Chaise||3663256282346||Chaise design velours pieds noir - Louane|||||5640_2685||||https://meublesmoss.com/13684-medium_default/chaise-design-velours-pieds-noir-louane.jpg||||||Grâce à son haut dossier habillé d'un velours résistant, la chaise de salle a manger rétro Louane vous accueillera confortablement pour partager vos repas. Son piétement en métal noir apporte une bonne résistance et son dossier généreusement confortable est rembourré. Vous pourrez l'utiliser comme chaise de table dans votre salon salle à manger ou comme chaise cocooning dans votre chambre. Cette chaise se décline en plusieurs coloris et vous avez la possibilité de combiner les couleurs.||||||||||||https://jump.beezup.com/487~265431380~a7b101e673944c6eb45e2d42b10ae9d7|129.00||||||32|2|||Europe|10|||||
|Chaise|Chaise||3663256282339||Chaise design velours pieds noir - Louane|||||5640_2735||||https://meublesmoss.com/13691-medium_default/chaise-design-velours-pieds-noir-louane.jpg||||||Grâce à son haut dossier habillé d'un velours résistant, la chaise de salle a manger rétro Louane vous accueillera confortablement pour partager vos repas. Son piétement en métal noir apporte une bonne résistance et son dossier généreusement confortable est rembourré. Vous pourrez l'utiliser comme chaise de table dans votre salon salle à manger ou comme chaise cocooning dans votre chambre. Cette chaise se décline en plusieurs coloris et vous avez la possibilité de combiner les couleurs.||||||||||||https://jump.beezup.com/487~265431381~a7b101e673944c6eb45e2d42b10ae9d7|129.00||||||39|2|||Europe|10|||||
|Divan|Fauteuil & Canapé||3663256282377||Canapé 3 places velours avec dossiers modulable - Lenny|||||5641||||https://meublesmoss.com/11101-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8598-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8601-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8597-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|||Disponible dans différents coloris, ce canapé 3 places tout confort s'adaptera à vos besoins. Avancez ou reculez les dossiers d'un simple geste et obtenez une assise conçue pour la détente, qui soutiendra vos jambes. Les dossiers sont dissociables. Sa ligne design avec un piétement métallique noir sobre sera facile à intégrer dans tous les styles de salon, contemporains comme plus classiques.||||||||||||https://jump.beezup.com/487~265431382~a7b101e673944c6eb45e2d42b10ae9d7|1129.00|799.00|||||21|2|||Europe|100|||||
|Divan|Fauteuil & Canapé||3663256282407||Canapé 3 places velours avec dossiers modulable - Lenny|||||5641_1622||||https://meublesmoss.com/8612-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8616-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8613-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8618-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|||Disponible dans différents coloris, ce canapé 3 places tout confort s'adaptera à vos besoins. Avancez ou reculez les dossiers d'un simple geste et obtenez une assise conçue pour la détente, qui soutiendra vos jambes. Les dossiers sont dissociables. Sa ligne design avec un piétement métallique noir sobre sera facile à intégrer dans tous les styles de salon, contemporains comme plus classiques.||||||||||||https://jump.beezup.com/487~265431383~a7b101e673944c6eb45e2d42b10ae9d7|1129.00|799.00|||||1|2|||Europe|100|||||
|Divan|Fauteuil & Canapé||3663256282506||Salon en velours modulable canapé 3 et 2 places et fauteuil - Lenny|||||5644_1632||||https://meublesmoss.com/11006-medium_default/salon-en-velours-modulable-canape-3-et-2-places-et-fauteuil-lenny.jpg|https://meublesmoss.com/11007-medium_default/salon-en-velours-modulable-canape-3-et-2-places-et-fauteuil-lenny.jpg|https://meublesmoss.com/11008-medium_default/salon-en-velours-modulable-canape-3-et-2-places-et-fauteuil-lenny.jpg|https://meublesmoss.com/11009-medium_default/salon-en-velours-modulable-canape-3-et-2-places-et-fauteuil-lenny.jpg|||Disponible dans différents coloris, ce salon complet composé d'un canapé 3 places + 2 places + fauteuil tout confort s'adaptera à vos besoins. Avancez ou reculez les dossiers d'un simple geste et obtenez une assise conçue pour la détente, qui soutiendra vos jambes. Pour les canapés les dossiers sont dissociables. Sa ligne design avec un piétement métallique sobre sera facile à intégrer dans tous les styles de salon, contemporains comme plus classiques.||||||||||||https://jump.beezup.com/487~265431384~a7b101e673944c6eb45e2d42b10ae9d7|2589.00|2389.00|||||1|2|||Europe|245|||||
|Chambre|Lit||3663256282186||Lit coffre en Velours capitonné design 160 x 200 - Abulis|||||5637_3223||||https://meublesmoss.com/11600-medium_default/lit-coffre-en-velours-capitonne-design-160-x-200-abulis-.jpg|https://meublesmoss.com/11594-medium_default/lit-coffre-en-velours-capitonne-design-160-x-200-abulis-.jpg|https://meublesmoss.com/11599-medium_default/lit-coffre-en-velours-capitonne-design-160-x-200-abulis-.jpg|https://meublesmoss.com/11598-medium_default/lit-coffre-en-velours-capitonne-design-160-x-200-abulis-.jpg|||Élégant et contemporain, ce lit en velours vous promet de douces nuits. Sa tête capitonnée en plus d'être généreusement rembourrée se module sur sa largeur pour plus de confort. En effet, les côtés de sa tête se replient manuellement pour créer un retour et vous permettre ainsi de positionner la tête de lit à votre guise. Afin de s'accorder au mieux à votre espace nuit, ce lit en 160 cm vous est proposé en 3 belles nuances de velours gris. Un lit douillet au revêtement velours et aux finitions raffinées très couture dans un style Italien. Son style cosy permet de s'adapter à tout intérieur, classique ou moderne. Le velours est un tissu qui varie en fonction de la luminosité et du point de vue. En fonction de ses deux critères, il apparaît plus sombre ou plus clair.||||||||||||https://jump.beezup.com/487~265431385~a7b101e673944c6eb45e2d42b10ae9d7|739.00|599.00|||||21|2|||Europe|89|||||
|Divan|Fauteuil & Canapé||3663256282384||Canapé 3 places velours avec dossiers modulable - Lenny|||||5641_1621||||https://meublesmoss.com/8598-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8601-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8597-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|https://meublesmoss.com/8599-medium_default/canape-3-places-velours-avec-dossiers-modulable-lenny.jpg|||Disponible dans différents coloris, ce canapé 3 places tout confort s'adaptera à vos besoins. Avancez ou reculez les dossiers d'un simple geste et obtenez une assise conçue pour la détente, qui soutiendra vos jambes. Les dossiers sont dissociables. Sa ligne design avec un piétement métallique noir sobre sera facile à intégrer dans tous les styles de salon, contemporains comme plus classiques.||||||||||||https://jump.beezup.com/487~265431386~a7b101e673944c6eb45e2d42b10ae9d7|1129.00|799.00|||||1|2|||Europe|100|||||
|Divan|Fauteuil & Canapé||3663256282414||Canapé 2 places velours avec dossier modulable - Lenny|||||5642||||https://meublesmoss.com/11092-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|https://meublesmoss.com/8633-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|https://meublesmoss.com/8634-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|https://meublesmoss.com/8635-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|||Disponible dans différents coloris, ce canapé 2 places tout confort s'adaptera à vos besoins. Avancez ou reculez les dossiers d'un simple geste et obtenez une assise conçue pour la détente, qui soutiendra vos jambes. Les dossiers sont dissociables. Sa ligne design avec un piétement métallique sobre sera facile à intégrer dans tous les styles de salon, contemporains comme plus classiques.||||||||||||https://jump.beezup.com/487~265431387~a7b101e673944c6eb45e2d42b10ae9d7|969.00|899.00|||||15|2|||Europe|100|||||
|Salle à manger|Table de salle à manger||3663256281844||Table de salle à manger extensible en verre pieds blanc laqué - Tessa|||||5629||||https://meublesmoss.com/12546-medium_default/table-de-salle-a-manger-extensible-en-verre-pieds-blanc-laque-tessa.jpg|https://meublesmoss.com/12543-medium_default/table-de-salle-a-manger-extensible-en-verre-pieds-blanc-laque-tessa.jpg|https://meublesmoss.com/12544-medium_default/table-de-salle-a-manger-extensible-en-verre-pieds-blanc-laque-tessa.jpg|https://meublesmoss.com/12545-medium_default/table-de-salle-a-manger-extensible-en-verre-pieds-blanc-laque-tessa.jpg|||Alliance du blanc laqué et du verre pour cette table à rallonges chic et choc qui trouvera sa place dans votre salle à manger ou dans la cuisine. Vous aimerez ses pieds laqué blanc et vous apprécierez la légèreté de son plateau en verre trempé, très résistant. La transparence du verre laisse entrevoir la beauté du mécanisme!||||||||||||https://jump.beezup.com/487~265431388~a7b101e673944c6eb45e2d42b10ae9d7|899.00|799.00|||||4|2|||Europe|75|||||
|Salle à manger|Table de salle à manger||3663256295995||Table de salle à manger extensible en verre pieds blanc laqué - Tessa|||||5629_2487||||https://meublesmoss.com/12543-medium_default/table-de-salle-a-manger-extensible-en-verre-pieds-blanc-laque-tessa.jpg|https://meublesmoss.com/12544-medium_default/table-de-salle-a-manger-extensible-en-verre-pieds-blanc-laque-tessa.jpg|https://meublesmoss.com/5880-medium_default/table-de-salle-a-manger-extensible-en-verre-pieds-blanc-laque-tessa.jpg||||Alliance du blanc laqué et du verre pour cette table à rallonges chic et choc qui trouvera sa place dans votre salle à manger ou dans la cuisine. Vous aimerez ses pieds laqué blanc et vous apprécierez la légèreté de son plateau en verre trempé, très résistant. La transparence du verre laisse entrevoir la beauté du mécanisme!||||||||||||https://jump.beezup.com/487~265431389~a7b101e673944c6eb45e2d42b10ae9d7|1099.00|999.00|||||3|2|||Europe|75|||||
|Chambre|Lit||3663256282179||Lit coffre en Velours capitonné design 160 x 200 - Abulis|||||5637||||https://meublesmoss.com/11600-medium_default/lit-coffre-en-velours-capitonne-design-160-x-200-abulis-.jpg|https://meublesmoss.com/11594-medium_default/lit-coffre-en-velours-capitonne-design-160-x-200-abulis-.jpg|https://meublesmoss.com/11599-medium_default/lit-coffre-en-velours-capitonne-design-160-x-200-abulis-.jpg|https://meublesmoss.com/11598-medium_default/lit-coffre-en-velours-capitonne-design-160-x-200-abulis-.jpg|||Élégant et contemporain, ce lit en velours vous promet de douces nuits. Sa tête capitonnée en plus d'être généreusement rembourrée se module sur sa largeur pour plus de confort. En effet, les côtés de sa tête se replient manuellement pour créer un retour et vous permettre ainsi de positionner la tête de lit à votre guise. Afin de s'accorder au mieux à votre espace nuit, ce lit en 160 cm vous est proposé en 3 belles nuances de velours gris. Un lit douillet au revêtement velours et aux finitions raffinées très couture dans un style Italien. Son style cosy permet de s'adapter à tout intérieur, classique ou moderne. Le velours est un tissu qui varie en fonction de la luminosité et du point de vue. En fonction de ses deux critères, il apparaît plus sombre ou plus clair.||||||||||||https://jump.beezup.com/487~265431390~a7b101e673944c6eb45e2d42b10ae9d7|739.00|599.00|||||80|2|||Europe|89|||||
|Divan|Fauteuil & Canapé||3663256282230||Canapé modulable en velours - Bonin|||||5638_1639||||https://meublesmoss.com/5982-medium_default/canape-modulable-en-velours-bonin.jpg|https://meublesmoss.com/5988-medium_default/canape-modulable-en-velours-bonin.jpg|https://meublesmoss.com/5986-medium_default/canape-modulable-en-velours-bonin.jpg|https://meublesmoss.com/5980-medium_default/canape-modulable-en-velours-bonin.jpg|||Équipez votre salon avec les modules du canapé velours Bonin. Composez avec plusieurs modules, ce canapé vous permettra profiter de vos moments détente en famille ou de vos amis pour des soirées plus festives.Vendu par module composé de deux dossiers et un coussin chacun.||||||||||||https://jump.beezup.com/487~265431391~a7b101e673944c6eb45e2d42b10ae9d7|679.00||||||9|2|||Europe|69|||||
|Divan|Fauteuil & Canapé||3663256282438||Canapé 2 places velours avec dossier modulable - Lenny|||||5642_1615||||https://meublesmoss.com/8641-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|https://meublesmoss.com/8642-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|https://meublesmoss.com/8643-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|https://meublesmoss.com/8644-medium_default/canape-2-places-velours-avec-dossier-modulable-lenny.jpg|||Disponible dans différents coloris, ce canapé 2 places tout confort s'adaptera à vos besoins. Avancez ou reculez les dossiers d'un simple geste et obtenez une assise conçue pour la détente, qui soutiendra vos jambes. Les dossiers sont dissociables. Sa ligne design avec un piétement métallique sobre sera facile à intégrer dans tous les styles de salon, contemporains comme plus classiques.||||||||||||https://jump.beezup.com/487~265431392~a7b101e673944c6eb45e2d42b10ae9d7|969.00|899.00|||||2|2|||Europe|100|||||
|Meuble de salle de bains|Meuble Salle de bain||3663256282995||Meuble de salle de bain effet marbre blanc et pierre 135 cm - Leon|||||5648_3156||||https://meublesmoss.com/13465-medium_default/meuble-de-salle-de-bain-effet-marbre-blanc-et-pierre-135-cm-leon.jpg|https://meublesmoss.com/6123-medium_default/meuble-de-salle-de-bain-effet-marbre-blanc-et-pierre-135-cm-leon.jpg|https://meublesmoss.com/6124-medium_default/meuble-de-salle-de-bain-effet-marbre-blanc-et-pierre-135-cm-leon.jpg|https://meublesmoss.com/13464-medium_default/meuble-de-salle-de-bain-effet-marbre-blanc-et-pierre-135-cm-leon.jpg|||Design et pratique, découvrez le meuble de salle de bain Leon. De longeur 135 cm, son tiroir vous offre un grand espace de rangement pour tous vos accessoires. Sa structure en panneau de particules de moyenne densité est hydrofuge et facile à entrenir. L'alliance de l'effet pierre et de l'effet marbre blanc confère à ce meuble toute sont originalité ! Pré-monté, ce meuble suspendu est facile à installer !||||||||||||https://jump.beezup.com/487~265431393~a7b101e673944c6eb45e2d42b10ae9d7|759.00|683.10|||||0|2|||Europe|80|||||
|Tabouret de bar|Tabouret||3663256283336||Tabouret baroque de cuisine 65 cm - Palmyr doré|||||5649_2969||||https://meublesmoss.com/6126-medium_default/tabouret-baroque-de-cuisine-65-cm-palmyr-dore.jpg||||||Confort garanti avec ce tabouret de cuisine au piètement doré. Sa hauteur d'assise de 65 cm sera adapteé aux table hautes ou ilot de cuisine, vous permettra de donner du style et de l'élégance à votre coin repas. Découvrez la collection Palmyr, déclinée en version chaise ou tabouret de bar avec une hauteur d'assise à 75 cm.||||||||||||https://jump.beezup.com/487~265431394~a7b101e673944c6eb45e2d42b10ae9d7|169.00||||||8|2|||Europe|15|||||
|Miroir|Miroir||3663256281738||Miroir CHEVALET miroir et strass - Manihi|||||5620||||https://meublesmoss.com/12180-medium_default/miroir-chevalet-miroir-et-strass-manihi.jpg|https://meublesmoss.com/12181-medium_default/miroir-chevalet-miroir-et-strass-manihi.jpg|https://meublesmoss.com/12182-medium_default/miroir-chevalet-miroir-et-strass-manihi.jpg|https://meublesmoss.com/12183-medium_default/miroir-chevalet-miroir-et-strass-manihi.jpg|||Un miroir chevalet design aux multiples reflets de cristaux donnant l'effet de diamant. Ce miroir est d'une grande stabilité, orné d'un cadre rempli de strass pour un intérieur tendance ! Son design unique fera sensation dans votre pièce. Pratique il permet de se voir entièrement et vous sera très utile.||||||||||||https://jump.beezup.com/487~265431395~a7b101e673944c6eb45e2d42b10ae9d7|329.00||||||12|2|||Europe|49|||||
|Chaise|Chaise||3663256281905||Chaise contemporaine en velours pieds noir - Lisbonne|||||5631||||https://meublesmoss.com/5892-medium_default/chaise-contemporaine-en-velours-pieds-noir-lisbonne.jpg|https://meublesmoss.com/5897-medium_default/chaise-contemporaine-en-velours-pieds-noir-lisbonne.jpg|https://meublesmoss.com/5893-medium_default/chaise-contemporaine-en-velours-pieds-noir-lisbonne.jpg|https://meublesmoss.com/5902-medium_default/chaise-contemporaine-en-velours-pieds-noir-lisbonne.jpg|||Grâce à son haut dossier habillé, la chaise contemporaine Lisbonne vous accueillera confortablement pour partager vos repas. Son mince piètement en métal noir supporte son assise et son dossier généreusement rembourrés sur le devant de l'assise. Vous pourrez l'utiliser également comme chaise de table dans votre salon salle à manger ou comme chaise cocooning dans votre chambre.||||||||||||https://jump.beezup.com/487~265431396~a7b101e673944c6eb45e2d42b10ae9d7|139.00||||||69|2|||Europe|10|||||
|Chaise|Chaise||3663256282261||Chaise rétro élégante en velours et pieds en métal noir - Charlotte|||||5639_2802||||https://meublesmoss.com/14026-medium_default/chaise-retro-elegante-en-velours-et-pieds-en-metal-noir-charlotte.jpg|https://meublesmoss.com/14025-medium_default/chaise-retro-elegante-en-velours-et-pieds-en-metal-noir-charlotte.jpg|https://meublesmoss.com/14024-medium_default/chaise-retro-elegante-en-velours-et-pieds-en-metal-noir-charlotte.jpg||||Grâce à son haut dossier habillé de velours, la chaise rétro Charlotte vous accueillera confortablement pour partager vos repas. Son mince piètement en métal noir supporte son assise et son dossier généreusement rembourrés. Vous pourrez l'utiliser comme chaise de table dans votre salon salle à manger ou comme chaise cocooning dans votre chambre.||||||||||||https://jump.beezup.com/487~265431397~a7b101e673944c6eb45e2d42b10ae9d7|119.00||||||48|2|||Europe|10|||||
|Chaise|Chaise||3663256282278||Chaise rétro élégante en velours et pieds en métal noir - Charlotte|||||5639_2803||||https://meublesmoss.com/5999-medium_default/chaise-retro-elegante-en-velours-et-pieds-en-metal-noir-charlotte.jpg|https://meublesmoss.com/14024-medium_default/chaise-retro-elegante-en-velours-et-pieds-en-metal-noir-charlotte.jpg|||||Grâce à son haut dossier habillé de velours, la chaise rétro Charlotte vous accueillera confortablement pour partager vos repas. Son mince piètement en métal noir supporte son assise et son dossier généreusement rembourrés. Vous pourrez l'utiliser comme chaise de table dans votre salon salle à manger ou comme chaise cocooning dans votre chambre.||||||||||||https://jump.beezup.com/487~265431398~a7b101e673944c6eb45e2d42b10ae9d7|119.00||||||52|2|||Europe|10|||||
|Table basse carrée|Table basse||3663256275225||Table basse carrée 100x100 en bois et résine bleue - Tikka|||||5452||||https://meublesmoss.com/10205-medium_default/table-basse-carree-100x100-en-bois-et-resine-bleue-tikka.jpg|https://meublesmoss.com/5099-medium_default/table-basse-carree-100x100-en-bois-et-resine-bleue-tikka.jpg|https://meublesmoss.com/5102-medium_default/table-basse-carree-100x100-en-bois-et-resine-bleue-tikka.jpg|https://meublesmoss.com/5104-medium_default/table-basse-carree-100x100-en-bois-et-resine-bleue-tikka.jpg|||Cette table basse est une véritable oeuvre d'art. Cette élégante table basse est caractérisée par les planches en bois et une rivière en résine bleue. Pour plus de brillance, celle-ci est complétée avec du verre concassé. Elle apportera à votre cuisine ou salon, caractère et originalité. La table basse en bois et résine Tikka est déclinée en plusieurs modèles, tous différents. N'attendez plus et faites votre choix. Un seul article de disponible par photo. NB : Les matériaux utilisés dans la fabrication de cette table sont uniques. Faites votre choix entre les différents modèles. Il y a des différences entre chaque table carrée au niveau des caractéristiques de l'unicité et de la qualité artisanal du produit.||||||||||||https://jump.beezup.com/487~265431399~a7b101e673944c6eb45e2d42b10ae9d7|899.00|629.00|||||2|2|||Europe|69|||||
|Table basse carrée|Table basse||3663256278080||Table basse carrée 100x100 en bois et résine bleue - Tikka|||||5452_2288||||https://meublesmoss.com/5099-medium_default/table-basse-carree-100x100-en-bois-et-resine-bleue-tikka.jpg||||||Cette table basse est une véritable oeuvre d'art. Cette élégante table basse est caractérisée par les planches en bois et une rivière en résine bleue. Pour plus de brillance, celle-ci est complétée avec du verre concassé. Elle apportera à votre cuisine ou salon, caractère et originalité. La table basse en bois et résine Tikka est déclinée en plusieurs modèles, tous différents. N'attendez plus et faites votre choix. Un seul article de disponible par photo. NB : Les matériaux utilisés dans la fabrication de cette table sont uniques. Faites votre choix entre les différents modèles. Il y a des différences entre chaque table carrée au niveau des caractéristiques de l'unicité et de la qualité artisanal du produit.||||||||||||https://jump.beezup.com/487~265431401~a7b101e673944c6eb45e2d42b10ae9d7|899.00|629.00|||||1|2|||Europe|69|||||
|Table basse carrée|Table basse||3663256278073||Table basse carrée 100x100 en bois et résine bleue - Tikka|||||5452_3942||||https://meublesmoss.com/10205-medium_default/table-basse-carree-100x100-en-bois-et-resine-bleue-tikka.jpg||||||Cette table basse est une véritable oeuvre d'art. Cette élégante table basse est caractérisée par les planches en bois et une rivière en résine bleue. Pour plus de brillance, celle-ci est complétée avec du verre concassé. Elle apportera à votre cuisine ou salon, caractère et originalité. La table basse en bois et résine Tikka est déclinée en plusieurs modèles, tous différents. N'attendez plus et faites votre choix. Un seul article de disponible par photo. NB : Les matériaux utilisés dans la fabrication de cette table sont uniques. Faites votre choix entre les différents modèles. Il y a des différences entre chaque table carrée au niveau des caractéristiques de l'unicité et de la qualité artisanal du produit.||||||||||||https://jump.beezup.com/487~265431402~a7b101e673944c6eb45e2d42b10ae9d7|899.00|629.00|||||0|2|||Europe|69|||||
|Table basse carrée|Table basse||3663256278110||Table basse carrée 100x100 en bois et résine bleue - Tikka|||||5452_2289||||https://meublesmoss.com/5102-medium_default/table-basse-carree-100x100-en-bois-et-resine-bleue-tikka.jpg||||||Cette table basse est une véritable oeuvre d'art. Cette élégante table basse est caractérisée par les planches en bois et une rivière en résine bleue. Pour plus de brillance, celle-ci est complétée avec du verre concassé. Elle apportera à votre cuisine ou salon, caractère et originalité. La table basse en bois et résine Tikka est déclinée en plusieurs modèles, tous différents. N'attendez plus et faites votre choix. Un seul article de disponible par photo. NB : Les matériaux utilisés dans la fabrication de cette table sont uniques. Faites votre choix entre les différents modèles. Il y a des différences entre chaque table carrée au niveau des caractéristiques de l'unicité et de la qualité artisanal du produit.||||||||||||https://jump.beezup.com/487~265431403~a7b101e673944c6eb45e2d42b10ae9d7|899.00|629.00|||||0|2|||Europe|69|||||
|Table basse carrée|Table basse||3663256278141||Table basse carrée 100x100 en bois et résine bleue - Tikka|||||5452_2290||||https://meublesmoss.com/5104-medium_default/table-basse-carree-100x100-en-bois-et-resine-bleue-tikka.jpg||||||Cette table basse est une véritable oeuvre d'art. Cette élégante table basse est caractérisée par les planches en bois et une rivière en résine bleue. Pour plus de brillance, celle-ci est complétée avec du verre concassé. Elle apportera à votre cuisine ou salon, caractère et originalité. La table basse en bois et résine Tikka est déclinée en plusieurs modèles, tous différents. N'attendez plus et faites votre choix. Un seul article de disponible par photo. NB : Les matériaux utilisés dans la fabrication de cette table sont uniques. Faites votre choix entre les différents modèles. Il y a des différences entre chaque table carrée au niveau des caractéristiques de l'unicité et de la qualité artisanal du produit.||||||||||||https://jump.beezup.com/487~265431404~a7b101e673944c6eb45e2d42b10ae9d7|899.00|629.00|||||0|2|||Europe|69|||||
